recipe_id,tag_id
307cb9bf-d578-4495-951e-6baa27c37824,e60c09a5-a7bc-4326-94d0-8dddc981be19
307cb9bf-d578-4495-951e-6baa27c37824,1dabaa1d-dcfb-4e36-b69d-c02961285e84
